		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
05/13/25	4:00 p	59.7	60.9	58.3	45	38.3	0.9	W	0.87	5.2	W	59.7	57.4	57.4	---	30.259	0.00	0.00	---	---	---	---	---	---	0.221	0.000	66.7	48	46.4	65.0	8.92	 .0754	0.000	932	1	68.1	60
05/13/25	5:00 p	59.6	61.6	58.0	52	41.9	3.5	NE	3.48	8.7	NE	59.6	57.7	57.7	---	30.253	0.00	0.00	---	---	---	---	---	---	0.225	0.000	67.2	48	46.8	65.6	8.91	 .0753	0.000	1011	1	73.9	60
05/13/25	6:00 p	57.2	58.1	56.7	53	40.2	6.1	NE	6.09	11.3	NE	55.8	55.4	54.0	---	30.251	0.00	0.00	---	---	---	---	---	---	0.325	0.000	68.5	47	47.5	66.8	8.78	 .0751	0.000	1100	1	80.4	60
05/13/25	7:00 p	57.2	57.8	56.8	53	40.2	6.1	NE	6.09	10.4	NE	55.8	55.4	54.0	---	30.230	0.00	0.00	---	---	---	---	---	---	0.325	0.000	69.5	47	48.4	67.6	8.76	 .0749	0.000	1101	1	80.5	60
05/13/25	8:00 p	57.5	57.8	57.1	56	41.9	7.0	NE	6.96	12.2	NNE	55.5	55.9	53.9	---	30.209	0.00	0.00	---	---	---	---	---	---	0.313	0.000	70.4	46	48.6	68.5	8.64	 .0747	0.000	955	1	69.8	60
05/13/25	9:00 p	57.9	59.3	57.3	49	38.8	7.8	NE	7.83	16.5	E	55.2	55.8	53.1	---	30.209	0.00	0.00	---	---	---	---	---	---	0.296	0.000	71.1	41	46.2	69.0	7.91	 .0747	0.000	914	1	66.8	60
05/13/25	10:00 p	57.1	58.3	56.6	56	41.5	7.0	ENE	6.96	14.8	ENE	55.0	55.5	53.4	---	30.215	0.00	0.00	---	---	---	---	---	---	0.329	0.000	71.3	42	47.0	69.4	8.02	 .0747	0.000	938	1	68.6	60
05/13/25	11:00 p	56.3	56.7	55.5	54	39.9	6.1	ENE	6.09	11.3	ENE	54.8	54.6	53.1	---	30.206	0.00	0.00	---	---	---	---	---	---	0.363	0.000	71.7	41	46.7	69.9	7.88	 .0746	0.000	919	1	67.2	60
05/14/25	12:00 a	54.0	55.5	52.5	62	41.3	6.1	ENE	6.09	11.3	ESE	52.0	52.8	50.8	---	30.216	0.00	0.00	---	---	---	---	---	---	0.458	0.000	71.8	41	46.8	70.0	7.88	 .0746	0.000	936	1	68.4	60
05/14/25	1:00 a	51.6	52.6	50.9	72	42.9	4.3	ENE	4.35	10.4	E	50.1	51.0	49.5	---	30.221	0.00	0.00	---	---	---	---	---	---	0.558	0.000	71.3	42	47.0	69.4	8.02	 .0747	0.000	1017	1	74.3	60
05/14/25	2:00 a	50.1	50.9	49.4	74	42.1	3.5	NE	3.48	6.1	NE	49.0	49.8	48.7	---	30.213	0.00	0.00	---	---	---	---	---	---	0.621	0.000	70.6	42	46.4	68.4	8.04	 .0748	0.000	1096	1	80.1	60
05/14/25	3:00 a	49.4	49.9	48.9	75	41.8	3.5	E	3.48	7.0	E	48.2	49.1	47.9	---	30.197	0.00	0.00	---	---	---	---	---	---	0.650	0.000	69.4	43	45.9	67.2	8.25	 .0749	0.000	1121	1	81.9	60
05/14/25	4:00 a	48.5	49.0	48.0	79	42.3	2.6	E	2.61	5.2	E	48.0	48.4	47.9	---	30.193	0.00	0.00	---	---	---	---	---	---	0.688	0.000	68.0	43	44.7	66.0	8.25	 .0751	0.000	1024	1	74.9	60
05/14/25	5:00 a	47.9	48.1	47.8	79	41.7	3.5	ENE	3.48	7.0	ENE	46.5	47.8	46.4	---	30.191	0.00	0.00	---	---	---	---	---	---	0.712	0.000	66.8	44	44.2	64.8	8.35	 .0753	0.000	926	1	67.7	60
05/14/25	6:00 a	47.9	48.3	47.5	83	43.0	4.3	ENE	4.35	7.8	ENE	45.8	47.9	45.8	---	30.184	0.00	0.00	---	---	---	---	---	---	0.712	0.000	65.8	44	43.3	63.7	8.35	 .0755	0.000	1003	1	73.3	60
05/14/25	7:00 a	47.1	47.7	46.6	86	43.1	3.5	E	3.48	9.6	ENE	45.5	47.1	45.5	---	30.187	0.00	0.00	---	---	---	---	---	---	0.746	0.000	65.0	44	42.5	62.8	8.35	 .0756	0.000	1090	1	79.7	60
05/14/25	8:00 a	46.8	47.0	46.5	89	43.7	2.6	ENE	2.61	6.1	E	46.1	46.9	46.2	---	30.179	0.00	0.00	---	---	---	---	---	---	0.758	0.000	64.2	45	42.4	62.0	8.57	 .0757	0.000	1072	1	78.4	60
05/14/25	9:00 a	45.7	46.5	45.4	92	43.5	2.6	NE	2.61	6.1	ENE	44.8	45.9	45.0	---	30.175	0.00	0.00	---	---	---	---	---	---	0.804	0.000	63.5	45	41.8	61.3	8.58	 .0758	0.000	1008	1	73.7	60
05/14/25	10:00 a	45.9	46.3	45.5	92	43.7	0.0	NE	0.00	2.6	NE	45.9	46.1	46.1	---	30.182	0.00	0.00	---	---	---	---	---	---	0.796	0.000	62.8	46	41.7	60.6	8.74	 .0759	0.000	999	1	73.0	60
05/14/25	11:00 a	46.9	48.4	46.2	90	44.1	0.9	NE	0.87	2.6	NE	46.9	47.1	47.1	---	30.189	0.00	0.00	---	---	---	---	---	---	0.754	0.000	62.9	46	41.8	60.7	8.73	 .0759	0.000	981	1	71.7	60
05/14/25	12:00 p	49.8	51.6	48.4	85	45.5	2.6	NE	2.61	5.2	NE	49.5	49.9	49.6	---	30.184	0.00	0.00	---	---	---	---	---	---	0.633	0.000	64.3	46	43.1	62.2	8.68	 .0757	0.000	1009	1	73.8	60
05/14/25	1:00 p	53.7	55.2	51.6	79	47.3	3.5	NE	3.48	8.7	ENE	53.1	53.3	52.7	---	30.174	0.00	0.00	---	---	---	---	---	---	0.471	0.000	65.6	45	43.7	63.6	8.54	 .0755	0.000	989	1	72.3	60
05/14/25	2:00 p	57.8	59.2	55.1	72	48.8	7.8	ENE	7.83	14.8	NE	55.1	57.0	54.3	---	30.175	0.00	0.00	---	---	---	---	---	---	0.300	0.000	66.9	45	44.9	65.0	8.51	 .0753	0.000	921	1	67.3	60
05/14/25	3:00 p	59.9	60.8	59.2	59	45.5	7.8	NE	7.83	14.8	NE	57.6	58.4	56.1	---	30.171	0.00	0.00	---	---	---	---	---	---	0.212	0.000	67.9	47	46.9	66.3	8.79	 .0750	0.000	977	1	71.4	60
05/14/25	4:00 p	61.3	62.1	60.3	44	39.2	10.4	NE	10.43	18.3	NE	57.2	58.9	54.8	---	30.165	0.00	0.00	---	---	---	---	---	---	0.154	0.000	68.6	47	47.6	66.9	8.78	 .0749	0.000	1120	1	81.9	60
05/14/25	5:00 p	62.1	62.8	61.6	45	40.5	11.3	E	11.30	17.4	E	57.7	59.8	55.4	---	30.148	0.00	0.00	---	---	---	---	---	---	0.121	0.000	69.6	44	46.7	67.5	8.35	 .0747	0.000	1153	1	84.3	60
05/14/25	6:00 p	62.8	63.0	62.4	52	44.9	10.4	E	10.43	14.8	E	59.0	61.0	57.2	---	30.134	0.00	0.00	---	---	---	---	---	---	0.092	0.000	70.3	41	45.5	68.0	7.94	 .0746	0.000	1189	1	86.9	60
05/14/25	7:00 p	62.8	63.7	61.7	60	48.7	7.0	NE	6.96	12.2	E	61.9	61.6	60.7	---	30.119	0.00	0.00	---	---	---	---	---	---	0.092	0.000	70.8	43	47.2	68.8	8.22	 .0745	0.000	1188	1	86.8	60
05/14/25	8:00 p	61.0	62.4	60.0	75	53.0	6.1	NE	6.09	11.3	NE	60.4	60.6	60.0	---	30.098	0.00	0.00	---	---	---	---	---	---	0.167	0.000	71.5	44	48.4	69.8	8.32	 .0743	0.000	1092	1	79.8	60
05/14/25	9:00 p	60.2	60.6	59.3	76	52.6	6.1	NE	6.09	11.3	N	59.4	59.8	59.0	---	30.087	0.00	0.00	---	---	---	---	---	---	0.200	0.000	72.5	45	49.9	71.3	8.45	 .0741	0.000	955	1	69.8	60
05/14/25	10:00 p	58.8	59.4	57.9	79	52.3	5.2	NE	5.22	9.6	NE	58.2	58.5	57.9	---	30.072	0.00	0.00	---	---	---	---	---	---	0.258	0.000	73.3	45	50.7	72.5	8.45	 .0739	0.000	944	1	69.0	60
05/14/25	11:00 p	58.0	58.8	57.4	81	52.2	4.3	NE	4.35	7.8	ENE	57.6	57.7	57.3	---	30.064	0.00	0.00	---	---	---	---	---	---	0.292	0.000	74.2	44	50.9	73.4	8.27	 .0738	0.000	857	1	62.6	60
05/15/25	12:00 a	57.2	57.5	56.5	85	52.7	3.5	ENE	3.48	6.1	NNE	57.2	57.0	57.0	---	30.055	0.00	0.00	---	---	---	---	---	---	0.325	0.000	74.5	44	51.2	73.8	8.26	 .0737	0.000	855	1	62.5	60
05/15/25	1:00 a	54.2	56.5	53.1	91	51.6	3.5	NE	3.48	6.1	NE	53.7	54.3	53.8	---	30.058	0.00	0.00	---	---	---	---	---	---	0.450	0.000	74.2	44	50.9	73.4	8.27	 .0737	0.000	886	1	64.8	60
05/15/25	2:00 a	53.2	53.6	52.7	92	50.9	3.5	ENE	3.48	7.0	E	52.5	53.4	52.7	---	30.047	0.00	0.00	---	---	---	---	---	---	0.492	0.000	73.3	44	50.1	72.4	8.28	 .0739	0.000	997	1	72.9	60
05/15/25	3:00 a	52.0	52.7	51.7	95	50.6	3.5	NE	3.48	6.1	NE	51.2	52.4	51.6	---	30.044	0.00	0.00	---	---	---	---	---	---	0.542	0.000	72.0	44	48.9	70.5	8.31	 .0741	0.000	1106	1	80.8	60
05/15/25	4:00 a	51.8	52.0	51.7	95	50.4	4.3	E	4.35	7.8	E	50.4	52.2	50.8	---	30.034	0.00	0.00	---	---	---	---	---	---	0.550	0.000	71.0	45	48.6	69.2	8.45	 .0742	0.000	1096	1	80.1	60
05/15/25	5:00 a	51.4	51.7	50.9	96	50.3	3.5	ENE	3.48	7.0	ENE	50.5	51.8	50.9	---	30.023	0.00	0.00	---	---	---	---	---	---	0.567	0.000	70.1	45	47.8	68.0	8.45	 .0743	0.000	1067	1	78.0	60
05/15/25	6:00 a	50.6	51.0	50.4	97	49.8	2.6	NE	2.61	5.2	NE	50.4	51.1	50.9	---	30.007	0.00	0.00	---	---	---	---	---	---	0.600	0.000	69.2	45	46.9	67.2	8.47	 .0744	0.000	1054	1	77.0	60
05/15/25	7:00 a	50.2	50.5	49.6	97	49.4	3.5	NE	3.48	6.1	NE	49.1	50.8	49.7	---	30.007	0.00	0.00	---	---	---	---	---	---	0.617	0.000	68.4	46	46.8	66.6	8.65	 .0746	0.000	1078	1	78.8	60
05/15/25	8:00 a	49.7	50.0	49.4	98	49.2	3.5	NE	3.48	6.1	NE	48.5	50.3	49.1	---	30.000	0.00	0.00	---	---	---	---	---	---	0.637	0.000	67.7	46	46.2	65.9	8.65	 .0747	0.000	1051	1	76.8	60
05/15/25	9:00 a	50.0	50.6	49.7	99	49.7	1.7	NE	1.74	4.3	NE	50.0	50.7	50.7	---	29.992	0.00	0.00	---	---	---	---	---	---	0.625	0.000	67.2	46	45.7	65.4	8.65	 .0747	0.000	901	1	65.9	60
05/15/25	10:00 a	50.1	50.5	49.8	99	49.8	1.7	NE	1.74	5.2	NE	50.1	50.8	50.8	---	29.981	0.00	0.00	---	---	---	---	---	---	0.621	0.000	66.8	47	45.9	65.0	8.81	 .0747	0.000	906	1	66.2	60
05/15/25	11:00 a	50.6	51.3	49.9	100	50.6	2.6	NE	2.61	5.2	NE	50.4	51.2	51.0	---	29.979	0.00	0.00	---	---	---	---	---	---	0.600	0.000	66.7	47	45.8	64.9	8.82	 .0748	0.000	864	1	63.2	60
05/15/25	12:00 p	52.2	53.7	51.3	100	52.2	2.6	ENE	2.61	4.3	NE	52.1	52.8	52.7	---	29.972	0.00	0.00	---	---	---	---	---	---	0.533	0.000	67.0	47	46.1	65.3	8.81	 .0747	0.000	852	1	62.3	60
05/15/25	1:00 p	55.9	57.0	53.8	94	54.2	0.9	NE	0.87	3.5	NE	55.9	56.2	56.2	---	29.971	0.00	0.00	---	---	---	---	---	---	0.379	0.000	68.2	47	47.2	66.5	8.79	 .0745	0.000	826	1	60.4	60
05/15/25	2:00 p	56.2	58.2	53.6	94	54.5	0.9	NNW	0.87	4.3	NW	56.2	56.5	56.5	---	29.957	0.00	0.00	---	---	---	---	---	---	0.367	0.000	69.0	48	48.5	67.3	8.87	 .0743	0.000	959	1	70.1	60
05/15/25	3:00 p	56.4	59.2	53.7	90	53.5	1.7	WNW	1.74	5.2	NNW	56.4	56.5	56.5	---	29.935	0.00	0.00	---	---	---	---	---	---	0.358	0.000	69.9	49	49.9	68.1	9.05	 .0741	0.000	1007	1	73.6	60
05/15/25	4:00 p	58.6	61.8	56.5	86	54.4	1.7	W	1.74	6.1	N	58.6	58.6	58.6	---	29.921	0.00	0.00	---	---	---	---	---	---	0.267	0.000	70.6	51	51.6	69.2	9.44	 .0739	0.000	1091	1	79.8	60
05/15/25	5:00 p	61.6	63.4	60.7	85	57.0	4.3	NE	4.35	8.7	NE	61.6	61.8	61.8	---	29.906	0.00	0.00	---	---	---	---	---	---	0.142	0.000	71.4	53	53.4	70.5	9.79	 .0737	0.000	1102	1	80.6	60
05/15/25	6:00 p	62.5	63.4	62.0	84	57.6	5.2	NE	5.22	10.4	NE	62.5	62.8	62.8	---	29.897	0.00	0.00	---	---	---	---	---	---	0.104	0.000	72.6	54	55.0	72.3	9.90	 .0734	0.000	1106	1	80.8	60
05/15/25	7:00 p	64.4	65.6	62.9	83	59.1	5.2	NNE	5.22	9.6	NE	64.4	64.9	64.9	---	29.876	0.00	0.00	---	---	---	---	---	---	0.025	0.000	73.9	54	56.2	73.9	9.87	 .0731	0.000	1060	1	77.5	60
05/15/25	8:00 p	67.1	68.7	65.4	78	60.0	5.2	NE	5.22	10.4	NE	67.1	67.9	67.9	---	29.850	0.00	0.00	---	---	---	---	---	---	0.000	0.087	75.2	55	57.9	75.4	10.04	 .0728	0.000	923	1	67.5	60
05/15/25	9:00 p	60.1	66.0	58.4	90	57.2	4.3	NE	4.35	8.7	NNE	60.1	60.4	60.4	---	29.835	0.00	0.00	---	---	---	---	---	---	0.204	0.000	76.3	53	57.9	76.4	9.65	 .0726	0.000	880	1	64.3	60
05/15/25	10:00 p	61.6	62.4	59.9	88	58.0	2.6	N	2.61	7.0	NNW	61.6	62.0	62.0	---	29.821	0.00	0.00	---	---	---	---	---	---	0.142	0.000	77.0	52	58.0	77.0	9.51	 .0725	0.000	885	1	64.7	60
05/15/25	11:00 p	58.3	59.9	56.4	91	55.7	0.9	NNE	0.87	6.1	N	58.3	58.5	58.5	---	29.803	0.00	0.00	---	---	---	---	---	---	0.279	0.000	77.4	51	57.9	77.4	9.35	 .0724	0.000	919	1	67.2	60
05/16/25	12:00 a	55.1	56.4	54.4	96	54.0	1.7	NNE	1.74	4.3	N	55.1	55.5	55.5	---	29.798	0.00	0.00	---	---	---	---	---	---	0.413	0.000	77.3	50	57.2	77.2	9.20	 .0724	0.000	903	1	66.0	60
05/16/25	1:00 a	53.8	54.4	53.5	98	53.2	1.7	NNE	1.74	5.2	N	53.8	54.3	54.3	---	29.798	0.00	0.00	---	---	---	---	---	---	0.467	0.000	76.7	49	56.1	76.5	9.02	 .0726	0.000	900	1	65.8	60
05/16/25	2:00 a	53.3	53.7	53.0	99	53.0	0.0	NNE	0.00	3.5	NNE	53.3	53.8	53.8	---	29.791	0.00	0.00	---	---	---	---	---	---	0.488	0.000	75.9	47	54.2	75.5	8.73	 .0727	0.000	933	1	68.2	60
05/16/25	3:00 a	52.6	53.2	51.8	99	52.3	0.0	NNE	0.00	2.6	NNE	52.6	53.1	53.1	---	29.780	0.00	0.00	---	---	---	---	---	---	0.517	0.000	75.0	47	53.4	74.6	8.75	 .0729	0.000	956	1	69.9	60
05/16/25	4:00 a	52.5	52.8	52.3	100	52.5	0.9	NNE	0.87	3.5	NNE	52.5	53.1	53.1	---	29.769	0.00	0.00	---	---	---	---	---	---	0.521	0.000	74.2	47	52.7	73.7	8.75	 .0730	0.000	1003	1	73.3	60
05/16/25	5:00 a	52.2	52.4	51.8	100	52.2	0.9	NNE	0.87	2.6	NNE	52.2	52.8	52.8	---	29.758	0.00	0.00	---	---	---	---	---	---	0.533	0.000	73.4	47	51.9	72.8	8.75	 .0731	0.000	992	1	72.5	60
05/16/25	6:00 a	52.6	53.0	51.9	100	52.6	0.9	NNE	0.87	3.5	NNE	52.6	53.2	53.2	---	29.740	0.00	0.00	---	---	---	---	---	---	0.517	0.000	72.6	48	51.8	71.8	8.90	 .0731	0.000	970	1	70.9	60
05/16/25	7:00 a	52.5	53.0	52.3	100	52.5	0.0	NNE	0.00	2.6	NNE	52.5	53.1	53.1	---	29.735	0.00	0.00	---	---	---	---	---	---	0.521	0.000	72.0	48	51.2	70.9	8.89	 .0732	0.000	1028	1	75.1	60
05/16/25	8:00 a	52.5	52.9	52.4	100	52.5	0.9	NNE	0.87	2.6	NNE	52.5	53.1	53.1	---	29.737	0.00	0.00	---	---	---	---	---	---	0.521	0.000	71.5	48	50.8	70.2	8.88	 .0733	0.000	1118	1	81.7	60
05/16/25	9:00 a	52.6	52.7	52.4	100	52.6	0.0	NNE	0.00	2.6	NNE	52.6	53.2	53.2	---	29.735	0.00	0.00	---	---	---	---	---	---	0.517	0.000	70.9	48	50.2	69.4	8.87	 .0734	0.000	1123	1	82.1	60
05/16/25	10:00 a	52.7	53.6	52.3	100	52.7	0.9	NNE	0.87	3.5	NNE	52.7	53.3	53.3	---	29.736	0.00	0.00	---	---	---	---	---	---	0.512	0.000	70.4	49	50.3	68.8	9.05	 .0735	0.000	1050	1	76.8	60
05/16/25	11:00 a	53.9	54.8	53.0	100	53.9	0.9	NNE	0.87	3.5	NNE	53.9	54.5	54.5	---	29.732	0.00	0.00	---	---	---	---	---	---	0.462	0.000	70.1	49	50.0	68.4	9.05	 .0735	0.000	987	1	72.1	60
05/16/25	12:00 p	54.7	55.9	53.5	100	54.7	0.0	NNE	0.00	4.3	W	54.7	55.4	55.4	---	29.714	0.00	0.00	---	---	---	---	---	---	0.429	0.000	70.1	49	50.0	68.4	9.05	 .0735	0.000	950	1	69.4	60
05/16/25	1:00 p	52.3	53.8	51.5	100	52.3	0.9	SW	0.87	5.2	W	52.3	52.9	52.9	---	29.705	0.00	0.00	---	---	---	---	---	---	0.529	0.000	70.6	50	51.1	69.1	9.25	 .0734	0.000	906	1	66.2	60
05/16/25	2:00 p	55.1	57.2	53.7	100	55.1	0.0	NE	0.00	2.6	NNE	55.1	55.8	55.8	---	29.708	0.00	0.00	---	---	---	---	---	---	0.413	0.000	71.0	50	51.4	69.7	9.25	 .0733	0.000	923	1	67.5	60
05/16/25	3:00 p	57.0	58.0	55.8	99	56.7	1.7	W	1.74	7.0	W	57.0	57.7	57.7	---	29.714	0.00	0.00	---	---	---	---	---	---	0.333	0.000	71.9	51	52.8	71.0	9.41	 .0731	0.000	963	1	70.4	60
05/16/25	4:00 p	56.7	58.9	55.7	99	56.4	1.7	W	1.74	5.2	W	56.7	57.4	57.4	---	29.701	0.00	0.00	---	---	---	---	---	---	0.346	0.000	72.6	52	54.0	72.1	9.60	 .0730	0.000	995	1	72.7	60
05/16/25	5:00 p	61.6	63.8	58.9	89	58.3	0.9	N	0.87	5.2	NE	61.6	62.0	62.0	---	29.694	0.00	0.00	---	---	---	---	---	---	0.142	0.000	72.4	56	55.8	72.1	10.30	 .0729	0.000	929	1	67.9	60
05/16/25	6:00 p	61.7	64.5	60.2	93	59.7	4.3	NE	4.35	9.6	ENE	61.7	62.4	62.4	---	29.688	0.00	0.00	---	---	---	---	---	---	0.137	0.000	72.6	56	56.0	72.4	10.30	 .0729	0.000	929	1	67.9	60
05/16/25	7:00 p	62.7	63.9	61.4	91	60.0	4.3	NNE	4.35	10.4	NE	62.7	63.4	63.4	---	29.661	0.00	0.00	---	---	---	---	---	---	0.096	0.000	73.3	56	56.7	73.3	10.28	 .0727	0.000	855	1	62.5	60
05/16/25	8:00 p	62.5	64.5	60.8	95	61.0	5.2	NE	5.22	11.3	NNE	62.5	63.4	63.4	---	29.667	0.00	0.00	---	---	---	---	---	---	0.104	0.000	74.3	56	57.6	74.5	10.26	 .0725	0.000	754	1	55.1	60
05/16/25	9:00 p	60.7	61.0	60.2	97	59.8	5.2	NE	5.22	10.4	NE	60.4	61.6	61.3	---	29.662	0.00	0.00	---	---	---	---	---	---	0.179	0.000	75.6	56	58.8	75.9	10.23	 .0723	0.000	726	1	53.1	60
05/16/25	10:00 p	60.2	61.2	58.2	96	59.1	3.5	NNE	3.48	7.0	NE	60.2	60.9	60.9	---	29.664	0.00	0.00	---	---	---	---	---	---	0.200	0.000	76.2	55	58.9	76.4	10.00	 .0722	0.000	775	1	56.7	60
05/16/25	11:00 p	54.7	58.1	53.6	98	54.1	0.9	N	0.87	4.3	NW	54.7	55.2	55.2	---	29.683	0.00	0.00	---	---	---	---	---	---	0.429	0.000	76.4	53	58.0	76.5	9.65	 .0722	0.000	779	1	56.9	60
05/17/25	12:00 a	53.3	54.0	52.3	98	52.8	0.9	ENE	0.87	3.5	ENE	53.3	53.8	53.8	---	29.696	0.00	0.00	---	---	---	---	---	---	0.488	0.000	76.2	52	57.3	76.2	9.53	 .0723	0.000	774	1	56.6	60
05/17/25	1:00 a	53.4	54.1	52.3	97	52.6	3.5	WNW	3.48	7.0	WNW	52.8	53.8	53.2	---	29.702	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.483	0.000	75.6	49	55.1	75.4	9.04	 .0725	0.001	1307	1	95.5	60
05/17/25	2:00 a	52.7	53.3	52.5	97	51.9	2.6	WNW	2.61	6.1	WNW	52.7	53.1	53.1	---	29.698	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.512	0.000	74.8	48	53.8	74.5	8.95	 .0727	0.000	1340	1	98.0	60
05/17/25	3:00 a	53.0	53.5	52.6	97	52.2	4.3	W	4.35	7.8	W	51.7	53.4	52.1	---	29.706	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.500	0.000	73.8	48	52.9	73.3	8.93	 .0729	0.000	1365	1	99.8	60
05/17/25	4:00 a	53.3	53.4	53.2	98	52.8	3.5	W	3.48	7.0	W	52.7	53.8	53.2	---	29.723	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.488	0.000	72.9	49	52.6	72.3	9.05	 .0730	0.000	1386	1	100.0	60
05/17/25	5:00 a	53.0	53.3	52.5	98	52.5	4.3	WNW	4.35	7.8	WNW	51.7	53.5	52.2	---	29.734	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.500	0.000	72.1	49	51.9	71.1	9.05	 .0732	0.000	1352	1	98.8	60
05/17/25	6:00 a	52.5	52.8	52.4	98	52.0	5.2	WNW	5.22	7.8	WNW	50.6	53.0	51.1	---	29.715	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.521	0.000	71.3	49	51.1	70.0	9.05	 .0733	0.000	1397	1	100.0	60
05/17/25	7:00 a	53.0	53.5	52.6	98	52.5	7.0	WNW	6.96	12.2	W	50.1	53.5	50.6	---	29.704	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.500	0.000	70.5	49	50.4	68.9	9.05	 .0734	0.000	1395	1	100.0	60
05/17/25	8:00 a	52.9	53.5	52.3	98	52.4	6.1	WSW	6.09	10.4	WSW	50.7	53.4	51.2	---	29.703	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.504	0.000	69.8	50	50.3	68.1	9.25	 .0735	0.000	1384	1	100.0	60
05/17/25	9:00 a	52.1	52.3	52.0	98	51.6	7.0	WSW	6.96	10.4	WSW	49.0	52.6	49.5	---	29.687	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.538	0.000	69.2	50	49.8	67.7	9.27	 .0736	0.000	1380	1	100.0	60
05/17/25	10:00 a	51.9	52.2	51.8	98	51.4	7.0	W	6.96	9.6	W	48.8	52.4	49.3	---	29.682	0.00	0.00	4	0.34	9	0.0	0.00	0.0	0.546	0.000	68.7	50	49.3	67.2	9.28	 .0736	0.000	1381	1	100.0	60
05/17/25	11:00 a	52.1	52.3	51.8	98	51.6	4.3	W	4.35	9.6	W	50.7	52.6	51.2	---	29.711	0.00	0.00	15	1.29	23	0.0	0.00	0.0	0.538	0.000	68.1	50	48.8	66.7	9.29	 .0738	0.000	1310	1	95.8	60
05/17/25	12:00 p	52.0	52.3	51.6	98	51.5	6.1	W	6.09	9.6	WNW	49.6	52.5	50.1	---	29.703	0.00	0.00	54	4.64	111	0.2	0.09	0.7	0.542	0.000	67.6	51	48.8	66.3	9.50	 .0738	0.001	1345	1	98.3	60
05/17/25	1:00 p	51.8	52.1	51.6	99	51.5	5.2	WNW	5.22	9.6	W	49.8	52.4	50.4	---	29.700	0.00	0.00	56	4.82	95	0.2	0.09	0.6	0.550	0.000	67.2	51	48.5	65.8	9.51	 .0739	0.001	1354	1	99.0	60
05/17/25	2:00 p	52.0	52.1	51.8	99	51.7	5.2	WNW	5.22	7.8	WNW	50.0	52.6	50.6	---	29.688	0.00	0.00	82	7.05	114	0.6	0.26	0.8	0.542	0.000	66.9	52	48.7	65.6	9.71	 .0739	0.002	1384	1	100.0	60
05/17/25	3:00 p	51.8	52.0	51.3	99	51.5	5.2	WNW	5.22	8.7	WNW	49.8	52.4	50.4	---	29.677	0.01	0.00	64	5.50	97	0.5	0.21	0.8	0.550	0.000	66.8	51	48.1	65.4	9.51	 .0739	0.001	1387	1	100.0	60
05/17/25	4:00 p	51.6	51.9	51.3	98	51.1	5.2	WNW	5.22	8.7	WNW	49.6	52.1	50.1	---	29.664	0.00	0.00	76	6.54	100	0.8	0.34	1.0	0.558	0.000	66.5	51	47.8	65.0	9.52	 .0739	0.001	1345	1	98.3	60
05/17/25	5:00 p	51.8	51.9	51.6	99	51.5	7.8	WNW	7.83	11.3	WNW	48.0	52.4	48.6	---	29.634	0.00	0.00	77	6.62	128	0.7	0.30	1.1	0.550	0.000	66.1	52	48.0	64.6	9.73	 .0739	0.002	1387	1	100.0	60
05/17/25	6:00 p	51.4	51.6	51.2	99	51.1	8.7	WNW	8.70	12.2	WNW	46.9	52.0	47.5	---	29.612	0.00	0.00	78	6.71	158	0.6	0.26	1.2	0.567	0.000	65.7	53	48.1	64.3	9.94	 .0739	0.002	1347	1	98.5	60
05/17/25	7:00 p	51.1	51.5	50.7	99	50.8	7.0	W	6.96	12.2	W	47.8	51.7	48.4	---	29.587	0.00	0.00	47	4.04	81	0.2	0.09	0.7	0.579	0.000	65.3	53	47.7	63.8	9.94	 .0739	0.001	1353	1	98.9	60
05/17/25	8:00 p	50.8	51.1	50.7	99	50.5	7.0	W	6.96	11.3	W	47.5	51.4	48.1	---	29.544	0.01	0.00	40	3.44	76	0.0	0.00	0.6	0.592	0.000	65.0	53	47.4	63.5	9.95	 .0739	0.001	1365	1	99.8	60
05/17/25	9:00 p	51.1	51.3	50.8	99	50.8	6.1	W	6.09	11.3	W	48.5	51.7	49.1	---	29.528	0.02	0.00	32	2.75	51	0.0	0.00	0.0	0.579	0.000	64.8	53	47.3	63.3	9.95	 .0738	0.001	1374	1	100.0	60
