		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
06/10/25	4:00 p	55.1	55.3	54.9	95	53.7	7.0	WSW	6.96	13.0	W	52.6	55.4	52.9	---	29.858	0.00	0.00	138	11.87	278	1.1	0.47	2.2	0.413	0.000	66.1	57	50.4	65.0	10.63	 .0744	0.003	1372	1	100.0	60
06/10/25	5:00 p	55.3	55.6	55.0	96	54.2	7.8	W	7.83	12.2	W	52.2	55.7	52.6	---	29.847	0.00	0.00	185	15.91	309	1.6	0.69	2.6	0.404	0.000	66.6	57	50.9	65.6	10.62	 .0743	0.004	1347	1	98.5	60
06/10/25	6:00 p	55.5	55.8	55.2	95	54.1	5.2	WSW	5.22	9.6	WSW	54.2	55.8	54.5	---	29.839	0.00	0.00	143	12.30	243	1.2	0.51	1.8	0.396	0.000	66.9	57	51.2	66.0	10.61	 .0742	0.003	1338	1	97.8	60
06/10/25	7:00 p	56.0	56.4	55.5	95	54.6	4.3	WSW	4.35	8.7	WSW	55.3	56.3	55.6	---	29.834	0.00	0.00	148	12.73	214	1.1	0.47	1.6	0.375	0.000	67.1	57	51.4	66.2	10.61	 .0742	0.003	1343	1	98.2	60
06/10/25	8:00 p	56.3	56.6	56.1	95	54.9	5.2	W	5.22	9.6	W	55.2	56.6	55.5	---	29.806	0.01	0.00	98	8.43	148	0.6	0.26	1.1	0.363	0.000	67.4	57	51.6	66.6	10.60	 .0740	0.002	1341	1	98.0	60
06/10/25	9:00 p	56.5	56.7	56.2	95	55.1	4.3	WSW	4.35	7.8	W	55.9	56.8	56.2	---	29.789	0.00	0.00	87	7.48	132	0.2	0.09	0.8	0.354	0.000	67.6	57	51.8	66.8	10.60	 .0740	0.002	1355	1	99.0	60
06/10/25	10:00 p	56.9	57.1	56.6	95	55.5	4.3	W	4.35	8.7	WSW	56.3	57.2	56.6	---	29.778	0.01	0.00	84	7.22	120	0.0	0.00	0.5	0.337	0.000	67.7	57	51.9	66.9	10.60	 .0739	0.002	1355	1	99.0	60
06/10/25	11:00 p	56.9	57.2	56.7	95	55.5	6.1	W	6.09	9.6	W	55.5	57.2	55.8	---	29.759	0.00	0.00	67	5.76	125	0.0	0.00	0.0	0.337	0.000	67.4	57	51.6	66.6	10.60	 .0739	0.002	1352	1	98.8	60
06/11/25	12:00 a	57.1	57.3	56.7	95	55.7	1.7	W	1.74	7.0	W	57.1	57.4	57.4	---	29.779	0.00	0.00	15	1.29	35	0.0	0.00	0.0	0.329	0.000	67.1	57	51.4	66.2	10.61	 .0740	0.000	1324	1	96.8	60
06/11/25	1:00 a	57.4	57.5	57.2	95	56.0	1.7	W	1.74	6.1	W	57.4	57.7	57.7	---	29.782	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.317	0.000	66.8	57	51.1	65.9	10.61	 .0741	0.000	1344	1	98.2	60
06/11/25	2:00 a	57.7	58.0	57.4	95	56.3	0.9	W	0.87	4.3	W	57.7	58.1	58.1	---	29.789	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.304	0.000	66.6	57	50.9	65.6	10.62	 .0741	0.000	1323	1	96.7	60
06/11/25	3:00 a	57.9	58.1	57.7	95	56.5	1.7	WNW	1.74	5.2	W	57.9	58.3	58.3	---	29.780	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.296	0.000	66.5	57	50.8	65.5	10.62	 .0741	0.000	1337	1	97.7	60
06/11/25	4:00 a	58.1	58.6	57.7	96	57.0	3.5	NNW	3.48	8.7	E	58.1	58.6	58.6	---	29.775	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.288	0.000	66.3	57	50.6	65.3	10.62	 .0741	0.000	1346	1	98.4	60
06/11/25	5:00 a	59.2	59.9	58.5	97	58.3	6.1	E	6.09	12.2	ENE	58.2	59.9	58.9	---	29.775	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.242	0.000	66.1	57	50.4	65.0	10.63	 .0742	0.000	1357	1	99.2	60
06/11/25	6:00 a	60.2	60.5	59.8	97	59.3	6.1	E	6.09	12.2	ESE	59.4	61.0	60.2	---	29.790	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.200	0.000	65.9	58	50.7	64.9	10.75	 .0742	0.000	1346	1	98.4	60
06/11/25	7:00 a	60.6	60.8	60.4	96	59.5	5.2	E	5.22	12.2	ENE	60.3	61.4	61.1	---	29.799	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.183	0.000	65.9	59	51.2	64.9	10.95	 .0742	0.000	1361	1	99.5	60
06/11/25	8:00 a	60.9	61.1	60.7	96	59.8	5.2	E	5.22	11.3	E	60.7	61.7	61.5	---	29.816	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.171	0.000	65.9	59	51.2	64.9	10.95	 .0743	0.000	1382	1	100.0	60
06/11/25	9:00 a	60.6	60.9	60.3	95	59.2	4.3	E	4.35	10.4	E	60.6	61.3	61.3	---	29.838	0.00	0.00	0	0.00	7	0.0	0.00	0.0	0.183	0.000	65.9	60	51.6	65.0	11.05	 .0743	0.000	1383	1	100.0	60
06/11/25	10:00 a	60.1	60.4	59.9	95	58.7	4.3	E	4.35	8.7	E	60.1	60.7	60.7	---	29.861	0.00	0.00	38	3.27	123	0.0	0.00	0.0	0.204	0.000	65.8	60	51.5	64.9	11.05	 .0744	0.001	1383	1	100.0	60
06/11/25	11:00 a	60.8	62.0	60.0	94	59.1	3.5	E	3.48	7.8	E	60.8	61.4	61.4	---	29.872	0.00	0.00	166	14.28	248	0.0	0.00	0.5	0.175	0.000	66.1	59	51.4	65.2	10.95	 .0744	0.004	1366	1	99.9	60
06/11/25	12:00 p	63.5	64.6	62.0	87	59.6	4.3	ENE	4.35	8.7	NE	63.5	64.1	64.1	---	29.882	0.00	0.00	337	28.99	424	0.9	0.39	1.3	0.063	0.000	67.0	59	52.2	66.2	10.95	 .0743	0.008	1353	1	98.9	60
06/11/25	1:00 p	66.9	68.8	64.6	73	58.0	5.2	ENE	5.22	11.3	E	66.9	67.2	67.2	---	29.874	0.00	0.00	507	43.61	591	1.9	0.81	2.5	0.000	0.079	68.3	61	54.3	67.9	11.25	 .0740	0.012	1393	1	100.0	60
06/11/25	2:00 p	70.5	71.5	68.8	66	58.6	6.1	E	6.09	14.8	ENE	70.5	70.5	70.5	---	29.863	0.00	0.00	667	57.37	737	3.3	1.41	4.1	0.000	0.229	69.9	61	55.8	69.4	11.25	 .0737	0.017	1399	1	100.0	60
06/11/25	3:00 p	72.3	73.2	71.2	66	60.3	7.8	ENE	7.83	16.5	E	70.9	72.7	71.3	---	29.856	0.00	0.00	790	67.95	840	4.7	2.01	5.4	0.000	0.304	71.4	60	56.8	71.1	11.02	 .0734	0.021	1391	1	100.0	60
06/11/25	4:00 p	73.0	73.8	72.2	64	60.1	8.7	NE	8.70	15.7	NE	70.9	73.5	71.4	---	29.846	0.00	0.00	875	75.26	907	5.8	2.49	6.1	0.000	0.333	72.5	60	57.8	72.6	11.00	 .0732	0.024	1384	1	100.0	60
06/11/25	5:00 p	73.7	74.7	72.8	65	61.2	9.6	NE	9.57	19.1	NE	71.2	74.4	71.9	---	29.847	0.00	0.00	750	64.51	1141	5.0	2.14	6.2	0.000	0.362	73.7	60	58.9	74.0	10.98	 .0730	0.021	1347	1	98.5	60
06/11/25	6:00 p	74.4	74.9	73.3	62	60.5	10.4	NE	10.43	20.0	NE	71.5	75.0	72.1	---	29.834	0.00	0.00	909	78.18	1074	5.1	2.19	6.0	0.000	0.392	74.9	59	59.6	75.3	10.75	 .0727	0.024	1384	1	100.0	60
06/11/25	7:00 p	73.8	74.8	72.8	66	61.7	10.4	NE	10.43	18.3	NNE	70.9	74.6	71.7	---	29.838	0.00	0.00	724	62.27	1011	3.9	1.67	5.2	0.000	0.367	75.9	57	59.6	76.2	10.31	 .0726	0.020	1397	1	100.0	60
06/11/25	8:00 p	73.3	74.0	72.8	67	61.7	9.6	NE	9.57	16.5	NE	70.8	74.1	71.6	---	29.832	0.00	0.00	378	32.51	835	2.5	1.07	4.0	0.000	0.346	76.6	56	59.7	76.9	10.19	 .0725	0.014	1399	1	100.0	60
06/11/25	9:00 p	72.7	73.6	71.7	69	61.9	7.8	NE	7.83	14.8	NE	71.3	73.4	72.0	---	29.827	0.00	0.00	471	40.51	664	1.7	0.73	2.6	0.000	0.321	77.2	56	60.3	77.5	10.16	 .0724	0.013	1402	1	100.0	60
06/11/25	10:00 p	73.2	73.8	72.3	68	62.0	7.0	ENE	6.96	12.2	ENE	72.7	74.0	73.5	---	29.818	0.00	0.00	368	31.65	485	1.0	0.43	1.4	0.000	0.342	77.9	56	60.9	78.3	10.13	 .0722	0.011	1402	1	100.0	60
06/11/25	11:00 p	74.1	74.7	73.6	66	62.0	5.2	NE	5.22	10.4	NE	74.1	75.0	75.0	---	29.818	0.00	0.00	194	16.69	279	0.1	0.04	0.6	0.000	0.379	78.6	55	61.1	79.0	9.91	 .0721	0.007	1399	1	100.0	60
06/12/25	12:00 a	71.7	74.1	69.1	73	62.6	4.3	E	4.35	9.6	ENE	71.7	72.5	72.5	---	29.819	0.00	0.00	52	4.47	114	0.0	0.00	0.0	0.000	0.279	78.8	53	60.2	79.1	9.65	 .0722	0.003	1401	1	100.0	60
06/12/25	1:00 a	66.4	69.2	64.5	80	60.0	3.5	E	3.48	8.7	E	66.4	67.3	67.3	---	29.831	0.00	0.00	3	0.26	14	0.0	0.00	0.0	0.000	0.058	78.8	54	60.7	79.2	9.77	 .0722	0.001	1390	1	100.0	60
06/12/25	2:00 a	64.5	64.9	63.6	82	58.9	2.6	E	2.61	6.1	E	64.5	65.0	65.0	---	29.835	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.021	0.000	78.4	53	59.9	78.6	9.65	 .0723	0.001	1396	1	100.0	60
06/12/25	3:00 a	62.6	63.7	61.9	85	58.0	2.6	E	2.61	5.2	E	62.6	62.9	62.9	---	29.834	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.100	0.000	77.7	53	59.2	77.8	9.65	 .0724	0.001	1393	1	100.0	60
06/12/25	4:00 a	61.4	61.9	61.2	85	56.8	2.6	E	2.61	6.1	E	61.4	61.5	61.5	---	29.828	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.150	0.000	77.0	53	58.6	77.1	9.65	 .0725	0.001	1398	1	100.0	60
06/12/25	5:00 a	61.3	61.6	60.9	86	57.1	2.6	E	2.61	5.2	E	61.3	61.5	61.5	---	29.820	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.154	0.000	76.2	52	57.3	76.2	9.53	 .0726	0.001	1397	1	100.0	60
06/12/25	6:00 a	60.9	61.2	60.5	86	56.7	2.6	E	2.61	6.1	ENE	60.9	61.1	61.1	---	29.799	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.171	0.000	75.3	53	57.0	75.4	9.65	 .0727	0.001	1388	1	100.0	60
06/12/25	7:00 a	59.8	60.6	59.5	88	56.2	2.6	E	2.61	6.1	E	59.8	60.0	60.0	---	29.789	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.217	0.000	74.5	53	56.2	74.5	9.67	 .0728	0.001	1364	1	99.7	60
06/12/25	8:00 a	60.1	60.3	59.9	88	56.5	2.6	E	2.61	5.2	E	60.1	60.3	60.3	---	29.773	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.204	0.000	73.8	53	55.6	73.7	9.70	 .0729	0.001	1351	1	98.8	60
06/12/25	9:00 a	59.9	60.2	59.7	88	56.3	2.6	E	2.61	4.3	E	59.9	60.1	60.1	---	29.759	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.212	0.000	73.2	53	55.0	73.0	9.72	 .0730	0.000	1381	1	100.0	60
06/12/25	10:00 a	60.3	60.5	60.0	88	56.7	2.6	E	2.61	5.2	E	60.3	60.5	60.5	---	29.747	0.00	0.00	16	1.38	51	0.0	0.00	0.0	0.196	0.000	72.6	53	54.5	72.2	9.75	 .0731	0.001	1398	1	100.0	60
06/12/25	11:00 a	61.2	62.7	60.2	87	57.3	3.5	ENE	3.48	6.1	ENE	61.2	61.4	61.4	---	29.752	0.00	0.00	98	8.43	183	0.0	0.00	0.0	0.158	0.000	72.2	54	54.6	71.7	9.91	 .0731	0.002	1400	1	100.0	60
06/12/25	12:00 p	63.8	64.9	62.7	85	59.2	3.5	E	3.48	7.8	ENE	63.8	64.3	64.3	---	29.750	0.00	0.00	189	16.26	304	0.5	0.21	1.0	0.050	0.000	72.3	54	54.7	71.8	9.90	 .0731	0.005	1397	1	100.0	60
06/12/25	1:00 p	66.8	68.6	64.8	80	60.4	5.2	ENE	5.22	8.7	ENE	66.8	67.8	67.8	---	29.740	0.00	0.00	313	26.92	454	1.3	0.56	1.6	0.000	0.075	73.1	55	56.0	73.0	10.09	 .0729	0.008	1387	1	100.0	60
06/12/25	2:00 p	70.7	73.3	68.6	72	61.2	5.2	ENE	5.22	11.3	E	70.7	71.3	71.3	---	29.735	0.00	0.00	518	44.55	700	2.5	1.07	3.4	0.000	0.237	74.0	57	57.8	74.2	10.39	 .0727	0.013	1345	1	98.3	60
06/12/25	3:00 p	75.5	77.5	73.3	62	61.6	6.1	E	6.09	14.8	E	75.5	76.1	76.1	---	29.728	0.00	0.00	734	63.13	817	3.9	1.67	4.6	0.000	0.438	75.4	57	59.1	75.7	10.33	 .0724	0.020	1393	1	100.0	60
06/12/25	4:00 p	78.6	79.9	77.4	50	58.4	7.8	ESE	7.83	16.5	ESE	77.5	78.6	77.5	---	29.723	0.00	0.00	835	71.82	970	4.9	2.10	5.6	0.000	0.567	76.5	55	59.1	76.7	9.99	 .0723	0.023	1397	1	100.0	60
06/12/25	5:00 p	80.2	80.6	79.8	51	60.4	8.7	ESE	8.70	20.0	ESE	78.6	80.5	78.9	---	29.724	0.00	0.00	925	79.56	1011	5.6	2.40	5.9	0.000	0.633	77.7	51	58.1	77.7	9.35	 .0722	0.027	1395	1	100.0	60
06/12/25	6:00 p	80.1	80.7	79.5	45	56.8	7.8	ESE	7.83	24.3	ENE	79.0	79.5	78.4	---	29.731	0.00	0.00	832	71.56	1000	4.8	2.06	5.8	0.000	0.629	78.8	49	58.0	78.7	8.97	 .0720	0.024	1397	1	100.0	60
06/12/25	7:00 p	80.5	80.9	79.7	38	52.6	8.7	ESE	8.70	25.2	E	79.0	79.1	77.6	---	29.731	0.00	0.00	802	68.98	884	4.4	1.89	5.0	0.000	0.646	79.6	44	55.8	78.9	8.16	 .0720	0.026	1394	1	100.0	60
06/12/25	8:00 p	81.2	81.6	80.8	37	52.4	9.6	ESE	9.57	20.0	ESE	79.4	79.7	77.9	---	29.734	0.00	0.00	710	61.07	789	3.1	1.33	3.9	0.000	0.675	80.4	42	55.2	79.4	7.85	 .0719	0.024	1400	1	100.0	60
06/12/25	9:00 p	81.1	81.9	80.3	42	55.8	7.0	ESE	6.96	17.4	SE	80.7	80.2	79.8	---	29.744	0.00	0.00	514	44.21	687	1.8	0.77	2.4	0.000	0.671	81.2	42	55.9	80.3	7.85	 .0718	0.018	1381	1	100.0	60
06/12/25	10:00 p	80.0	80.7	79.0	43	55.5	6.1	ESE	6.09	18.3	E	80.0	79.1	79.1	---	29.762	0.00	0.00	357	30.71	459	0.9	0.39	1.3	0.000	0.625	82.0	43	57.3	81.4	8.01	 .0717	0.013	1377	1	100.0	60
06/12/25	11:00 p	77.8	79.1	76.2	52	58.8	5.2	SE	5.22	18.3	SE	77.8	77.9	77.9	---	29.795	0.00	0.00	181	15.57	262	0.1	0.04	0.5	0.000	0.533	82.7	44	58.6	82.3	8.15	 .0717	0.008	1364	1	99.7	60
06/13/25	12:00 a	74.9	76.2	73.7	47	53.3	3.5	ESE	3.48	11.3	ESE	74.9	74.5	74.5	---	29.820	0.00	0.00	51	4.39	107	0.0	0.00	0.0	0.000	0.413	83.4	44	59.2	83.1	8.15	 .0716	0.004	1362	1	99.6	60
06/13/25	1:00 a	72.3	73.7	70.6	52	53.7	3.5	ESE	3.48	10.4	SE	72.3	71.7	71.7	---	29.846	0.00	0.00	3	0.26	14	0.0	0.00	0.0	0.000	0.304	83.4	44	59.2	83.1	8.15	 .0717	0.002	1345	1	98.3	60
06/13/25	2:00 a	69.6	70.6	68.7	58	54.2	3.5	SSE	3.48	7.8	SE	69.6	68.9	68.9	---	29.877	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.192	83.0	45	59.5	82.8	8.29	 .0718	0.003	1350	1	98.7	60
06/13/25	3:00 a	67.6	68.7	66.5	59	52.8	3.5	SSE	3.48	9.6	SSE	67.6	66.9	66.9	---	29.891	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.108	82.1	45	58.7	81.8	8.31	 .0720	0.003	1373	1	100.0	60
06/13/25	4:00 a	65.5	66.5	64.5	60	51.2	3.5	SE	3.48	10.4	ESE	65.5	64.6	64.6	---	29.913	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.021	81.0	45	57.7	80.5	8.33	 .0722	0.002	1398	1	100.0	60
06/13/25	5:00 a	63.5	64.5	62.3	63	50.7	2.6	ESE	2.61	7.8	SSE	63.5	62.6	62.6	---	29.936	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.063	0.000	79.9	46	57.3	79.5	8.45	 .0724	0.002	1404	1	100.0	60
06/13/25	6:00 a	61.6	62.3	61.1	62	48.4	3.5	ESE	3.48	9.6	ESE	61.6	60.4	60.4	---	29.938	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.142	0.000	78.9	46	56.4	78.4	8.47	 .0726	0.002	1399	1	100.0	60
06/13/25	7:00 a	60.6	61.4	59.9	64	48.4	3.5	ESE	3.48	9.6	S	60.6	59.5	59.5	---	29.941	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.183	0.000	77.9	47	56.0	77.5	8.69	 .0728	0.002	1372	1	100.0	60
06/13/25	8:00 a	59.4	60.2	57.8	68	48.8	2.6	ESE	2.61	9.6	E	59.4	58.4	58.4	---	29.957	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.233	0.000	76.9	47	55.1	76.5	8.71	 .0730	0.002	1394	1	100.0	60
06/13/25	9:00 a	56.9	57.8	56.0	72	48.0	2.6	E	2.61	7.8	E	56.9	56.1	56.1	---	29.986	0.00	0.00	0	0.00	5	0.0	0.00	0.0	0.337	0.000	76.0	47	54.3	75.6	8.73	 .0732	0.001	1387	1	100.0	60
06/13/25	10:00 a	55.9	57.1	55.5	72	47.0	2.6	E	2.61	9.6	ESE	55.9	55.1	55.1	---	30.007	0.00	0.00	30	2.58	91	0.0	0.00	0.0	0.379	0.000	75.1	48	54.1	74.8	8.95	 .0734	0.001	1353	1	98.9	60
06/13/25	11:00 a	58.0	58.8	57.1	70	48.3	3.5	SE	3.48	10.4	E	58.0	57.1	57.1	---	30.013	0.00	0.00	164	14.11	248	0.1	0.04	0.5	0.292	0.000	74.9	48	53.9	74.6	8.95	 .0734	0.004	1352	1	98.8	60
06/13/25	12:00 p	59.0	59.4	58.7	67	48.1	4.3	SSE	4.35	11.3	SSE	58.8	58.0	57.8	---	30.043	0.00	0.00	250	21.50	404	0.8	0.34	1.3	0.250	0.000	75.5	47	53.9	75.1	8.74	 .0734	0.006	1369	1	100.0	60
06/13/25	1:00 p	59.6	60.0	59.3	62	46.6	5.2	S	5.22	11.3	S	59.1	58.3	57.8	---	30.046	0.00	0.00	498	42.83	610	1.8	0.77	2.4	0.225	0.000	76.3	46	54.0	75.8	8.52	 .0733	0.012	1396	1	100.0	60
06/13/25	2:00 p	59.8	60.5	59.1	59	45.4	5.2	SSE	5.22	13.0	SSE	59.4	58.3	57.9	---	30.046	0.00	0.00	594	51.09	793	2.9	1.24	3.8	0.217	0.000	76.4	44	52.9	75.7	8.22	 .0733	0.014	1390	1	100.0	60
06/13/25	3:00 p	61.5	62.8	60.4	53	44.2	5.2	SE	5.22	13.0	ESE	61.4	59.7	59.6	---	30.051	0.00	0.00	712	61.24	976	4.3	1.84	5.6	0.146	0.000	76.1	43	52.0	75.3	8.05	 .0734	0.017	1381	1	100.0	60
06/13/25	4:00 p	63.5	64.3	62.7	53	46.1	5.2	ESE	5.22	13.9	SSE	63.5	61.9	61.9	---	30.045	0.00	0.00	905	77.84	947	5.7	2.44	6.1	0.063	0.000	76.0	39	49.2	74.8	7.53	 .0735	0.022	1370	1	100.0	60
06/13/25	5:00 p	65.4	66.0	64.3	47	44.6	4.3	ESE	4.35	12.2	E	65.4	63.5	63.5	---	30.046	0.00	0.00	927	79.73	935	6.2	2.66	6.2	0.000	0.017	75.6	41	50.2	74.6	7.75	 .0735	0.023	1350	1	98.7	60
06/13/25	6:00 p	66.7	67.7	63.7	58	51.5	5.2	SSE	5.22	17.4	E	66.7	65.8	65.8	---	30.042	0.00	0.00	902	77.58	930	5.8	2.49	6.1	0.000	0.071	76.3	40	50.2	75.2	7.62	 .0734	0.023	1385	1	100.0	60
06/13/25	7:00 p	63.6	64.2	63.0	64	51.2	7.8	NNW	7.83	13.0	NNW	61.9	62.8	61.1	---	30.041	0.00	0.00	820	70.53	872	4.6	1.97	5.3	0.058	0.000	75.2	43	51.2	74.4	8.05	 .0736	0.020	1357	1	99.2	60
06/13/25	8:00 p	65.3	66.6	63.7	59	50.6	7.0	NNW	6.96	10.4	NNW	64.7	64.3	63.7	---	30.044	0.00	0.00	718	61.76	772	3.3	1.41	4.0	0.000	0.013	74.8	42	50.2	73.9	7.95	 .0737	0.018	1363	1	99.6	60
06/13/25	9:00 p	66.1	66.5	65.6	64	53.6	7.8	NNE	7.83	12.2	N	64.8	65.6	64.3	---	30.043	0.00	0.00	499	42.92	700	1.9	0.81	2.7	0.000	0.046	75.5	44	52.1	74.8	8.24	 .0735	0.014	1369	1	100.0	60
06/13/25	10:00 p	64.7	65.9	63.9	65	52.7	7.8	NE	7.83	13.9	ENE	63.2	64.1	62.6	---	30.060	0.00	0.00	259	22.28	406	0.8	0.34	1.2	0.013	0.000	76.7	44	53.1	76.0	8.22	 .0733	0.008	1383	1	100.0	60
06/13/25	11:00 p	63.5	64.8	62.6	69	53.1	7.0	ENE	6.96	13.0	NE	62.7	63.0	62.2	---	30.069	0.00	0.00	153	13.16	302	0.1	0.04	0.6	0.063	0.000	77.7	43	53.4	76.8	8.05	 .0732	0.006	1398	1	100.0	60
06/14/25	12:00 a	62.0	62.6	61.2	75	54.0	5.2	ENE	5.22	10.4	NE	62.0	61.7	61.7	---	30.074	0.00	0.00	50	4.30	70	0.0	0.00	0.0	0.125	0.000	77.8	42	52.9	76.8	7.89	 .0732	0.002	1395	1	100.0	60
06/14/25	1:00 a	60.2	61.2	59.0	81	54.3	0.9	E	0.87	4.3	E	60.2	60.1	60.1	---	30.092	0.00	0.00	3	0.26	16	0.0	0.00	0.0	0.200	0.000	77.3	42	52.4	76.4	7.90	 .0733	0.000	1398	1	100.0	60
06/14/25	2:00 a	58.4	59.1	57.7	84	53.6	0.9	NNE	0.87	5.2	NNE	58.4	58.3	58.3	---	30.103	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.275	0.000	76.5	42	51.7	75.6	7.92	 .0735	0.001	1389	1	100.0	60
06/14/25	3:00 a	56.9	57.7	56.0	87	53.1	2.6	NNE	2.61	5.2	NNE	56.9	56.8	56.8	---	30.118	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.337	0.000	75.4	43	51.3	74.6	8.05	 .0737	0.001	1355	1	99.0	60
06/14/25	4:00 a	55.5	56.0	55.3	89	52.3	1.7	NE	1.74	4.3	NE	55.5	55.5	55.5	---	30.124	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.396	0.000	74.5	44	51.2	73.8	8.26	 .0739	0.000	1374	1	100.0	60
06/14/25	5:00 a	55.1	55.4	54.9	91	52.5	0.9	NE	0.87	2.6	NE	55.1	55.2	55.2	---	30.122	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.413	0.000	73.6	45	50.9	72.8	8.45	 .0740	0.000	1401	1	100.0	60
06/14/25	6:00 a	55.6	56.0	55.2	91	53.0	0.0	NE	0.00	2.6	NE	55.6	55.7	55.7	---	30.118	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.392	0.000	72.8	45	50.2	71.8	8.45	 .0741	0.000	1400	1	100.0	60
06/14/25	7:00 a	56.3	56.5	56.0	91	53.7	0.9	NE	0.87	3.5	NE	56.3	56.4	56.4	---	30.113	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.363	0.000	72.1	46	50.2	70.8	8.61	 .0742	0.000	1395	1	100.0	60
06/14/25	8:00 a	56.3	56.5	56.1	92	54.0	0.9	NE	0.87	3.5	NE	56.3	56.5	56.5	---	30.113	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.363	0.000	71.6	46	49.7	70.1	8.62	 .0743	0.000	1400	1	100.0	60
06/14/25	9:00 a	56.5	56.7	56.2	93	54.5	0.0	NE	0.00	1.7	NE	56.5	56.7	56.7	---	30.115	0.01	0.00	0	0.00	5	0.0	0.00	0.0	0.354	0.000	71.1	47	49.8	69.5	8.75	 .0744	0.000	1398	1	100.0	60
06/14/25	10:00 a	56.6	56.8	56.4	93	54.6	0.0	NE	0.00	2.6	NE	56.6	56.8	56.8	---	30.135	0.00	0.00	12	1.03	21	0.0	0.00	0.0	0.350	0.000	70.7	47	49.5	69.0	8.75	 .0745	0.000	1393	1	100.0	60
06/14/25	11:00 a	56.6	56.7	56.5	93	54.6	1.7	NE	1.74	6.1	NE	56.6	56.8	56.8	---	30.141	0.01	0.00	34	2.92	54	0.0	0.00	0.0	0.350	0.000	70.4	48	49.8	68.7	8.86	 .0745	0.001	1399	1	100.0	60
06/14/25	12:00 p	56.8	57.1	56.6	92	54.5	1.7	NE	1.74	6.1	NNE	56.8	57.0	57.0	---	30.144	0.01	0.00	75	6.45	88	0.0	0.00	0.0	0.342	0.000	70.2	48	49.6	68.4	8.85	 .0746	0.002	1402	1	100.0	60
06/14/25	1:00 p	57.0	57.2	56.9	91	54.4	3.5	NNE	3.48	7.0	NE	57.0	57.1	57.1	---	30.145	0.00	0.00	128	11.01	185	0.5	0.21	1.0	0.333	0.000	70.2	48	49.6	68.4	8.85	 .0746	0.003	1394	1	100.0	60
06/14/25	2:00 p	57.5	58.0	56.9	88	54.0	4.3	NE	4.35	7.8	NE	57.0	57.5	57.0	---	30.139	0.00	0.00	178	15.31	234	1.0	0.43	1.4	0.313	0.000	70.9	49	50.8	69.5	9.05	 .0744	0.004	1397	1	100.0	60
06/14/25	3:00 p	57.7	57.9	57.4	85	53.2	4.3	NE	4.35	9.6	NNE	57.2	57.6	57.1	---	30.148	0.01	0.00	130	11.18	160	1.0	0.43	1.1	0.304	0.000	71.6	49	51.4	70.4	9.05	 .0743	0.003	1398	1	100.0	60
06/14/25	4:00 p	57.2	57.5	56.9	85	52.7	4.3	NE	4.35	7.0	NE	56.6	57.0	56.4	---	30.144	0.00	0.00	90	7.74	118	0.7	0.30	0.9	0.325	0.000	72.0	49	51.8	71.0	9.05	 .0742	0.002	1399	1	100.0	60
